aon,total_mou,total_data_usage
309,15161.689999999995,1575.47
318,0.0,0.0
229,775.74,570.19
214,2663.559999999999,0.0
936,13229.65,1018.97
663,0.0,0.0
1257,1757.2800000000002,0.0
3651,11723.339999999998,71.42999999999999
459,413.7499999999999,241.82999999999998
1827,5908.280000000002,1.0
258,9263.569999999998,4074.49
709,2580.51,4852.51
1412,6130.010000000001,0.0
330,1982.5100000000002,1.0
288,2650.5299999999984,0.0
829,2854.2999999999997,1125.17
206,41395.91,0.0
504,1016.0500000000002,0.0
1538,17458.360000000008,0.0
2531,7084.96,2489.28
221,8472.24,725.55
470,21361.46999999999,0.0
189,11935.590000000002,0.0
965,15397.170000000002,0.0
880,2232.8600000000006,0.0
493,4417.740000000001,48.9
201,1239.5000000000002,145.04000000000002
1285,8126.19,0.0
2939,15022.349999999997,0.0
1543,1880.5800000000002,0.0
281,10966.140000000005,12892.49
842,2704.77,0.0
941,5155.000000000001,0.0
2747,10391.569999999998,0.0
289,1189.04,89.82000000000001
659,3785.4700000000003,0.0
2966,9597.46,0.0
1287,5644.200000000002,0.0
934,2642.7600000000007,0.0
495,5426.230000000002,0.0
2533,6657.509999999998,372.9
1045,2032.32,1682.73
3107,3657.7500000000005,0.0
862,13687.979999999998,0.0
1110,5025.64,0.0
2548,4699.060000000001,1344.26
896,34753.83,0.0
1592,14020.249999999995,4178.78
754,969.7199999999999,4635.37
492,2311.3700000000003,530.78
2405,1321.6800000000003,2442.88
380,762.5399999999998,521.6
818,3568.1199999999994,0.0
1153,3262.0899999999992,0.0
402,2009.49,0.0
785,3606.3600000000006,1813.29
642,364.04999999999995,181.72999999999996
1385,4284.08,0.0
3337,10199.789999999995,0.0
1821,14630.17,0.0
2833,7313.030000000002,28.11
191,877.83,0.0
2241,6000.489999999999,0.0
1423,6380.780000000001,4820.15
2314,8232.820000000002,299.21
738,11437.979999999998,0.0
3089,4904.130000000001,0.0
2986,1297.1499999999996,802.76
440,3116.670000000001,0.0
1305,5188.459999999997,0.0
303,4072.1000000000017,0.0
503,6766.839999999997,993.61
1770,30289.420000000006,2296.34
495,4565.699999999999,0.0
203,3079.68,0.0
504,2138.46,2860.11
343,2092.46,0.0
1656,10029.589999999998,0.0
710,2056.64,0.0
672,2279.25,809.96
1325,284.68999999999994,636.2
225,271.03,412.11
824,9079.749999999995,0.0
491,11.670000000000002,1875.2200000000003
2597,3972.910000000001,892.59
3651,13887.37,0.0
458,17735.250000000007,0.0
767,463.9299999999999,0.0
1039,11317.659999999996,0.0
269,540.0600000000001,0.0
424,16714.659999999996,2679.4399999999996
2533,10205.24,3013.8999999999996
266,12837.169999999998,10844.17
765,6219.569999999999,0.0
341,747.8199999999999,0.0
2596,14614.519999999999,0.0
485,1775.9100000000003,7473.280000000001
382,2626.500000000001,0.0
2498,1739.3,0.0
824,6201.720000000002,0.0
3104,6100.22,0.0
1102,2634.4099999999994,0.0
2720,8248.23,15.260000000000002
1077,2322.9600000000005,0.0
2905,11773.570000000003,0.0
444,15793.319999999998,0.0
1281,9028.58,0.0
288,2172.5900000000015,0.0
2063,4936.7300000000005,0.0
963,2223.2200000000003,16.689999999999998
1065,9872.829999999994,0.0
627,3462.460000000002,0.0
1676,5089.79,0.0
191,7661.330000000001,65.8
1100,9010.35,0.0
1959,8964.760000000002,977.99
215,78.01000000000002,1900.1599999999999
2027,3214.3700000000003,0.0
2087,235.39,0.12
1486,12766.559999999998,0.0
1315,1149.6699999999998,393.25
1311,1218.7699999999993,0.0
378,9842.5,0.0
390,2168.219999999999,4.0
558,1168.08,12604.06
1035,8928.670000000002,0.0
2773,7530.96,0.0
1521,9015.139999999998,0.0
3232,8362.99,0.0
3651,2654.1600000000008,799.8299999999999
1044,3043.5800000000004,4.3100000000000005
1718,11508.67,4.0
302,8903.559999999998,2735.59
2750,11054.399999999998,3718.0399999999995
1395,52.39000000000001,3901.7799999999997
344,6388.52,86.05
2393,3297.179999999999,0.0
650,770.19,246.4
1756,6427.959999999999,0.0
346,1862.8000000000004,2358.11
429,6017.659999999999,434.77000000000004
222,3191.6600000000008,0.0
660,5195.359999999999,0.0
1826,2311.0800000000004,1.53
277,6396.7,1657.69
391,5240.87,14.809999999999999
324,4735.510000000001,0.0
303,2270.9599999999996,0.0
928,3449.0900000000006,0.0
945,54.92000000000001,2382.93
769,7151.979999999999,0.0
235,2710.7499999999995,0.0
2894,2750.0200000000004,0.0
2012,9892.74,0.0
713,684.1,952.2
280,1989.5600000000002,1032.5
874,6796.829999999997,14.32
251,29.200000000000006,1417.2899999999997
1507,2111.77,0.0
1335,1836.7800000000002,0.0
646,5613.960000000001,0.0
749,15.830000000000002,7834.280000000001
672,11649.909999999996,1.0
2868,9379.6,0.0
483,2919.179999999999,0.0
2859,5199.8,1853.4199999999998
359,3554.16,635.88
1780,1387.47,0.0
273,2482.05,700.86
1194,6270.88,0.0
301,4833.73,0.0
1044,14766.390000000001,0.0
1079,9547.139999999996,0.0
935,4268.669999999999,0.0
596,2625.7300000000005,449.56
493,4535.670000000003,2.1
2308,5734.470000000001,0.0
411,1869.5099999999995,704.74
266,3375.6000000000013,1.0
988,5922.02,0.0
677,4310.000000000001,0.0
743,6611.080000000001,0.0
912,4896.660000000001,0.0
199,1146.7600000000002,1602.9800000000002
598,2741.1600000000008,237.56
695,7002.139999999999,0.0
528,7853.380000000003,1114.42
1987,4905.33,0.0
312,6902.41,0.0
453,573.1,0.0
273,22.47,3109.8699999999994
2022,5454.000000000002,0.0
1014,2520.9,0.0
1957,9283.15,3.0
481,14632.319999999998,818.05
715,9656.24,0.0
431,15317.719999999996,0.0
496,13844.459999999997,7.4399999999999995
1080,4657.000000000002,0.0
556,1479.1799999999998,0.0
3478,2211.1699999999996,0.0
1495,8742.239999999998,0.0
619,23383.52000000001,356.65
250,3900.3500000000013,221.63
356,10811.960000000001,0.0
307,196.00000000000003,0.0
301,9008.769999999999,0.0
425,2177.0399999999995,1615.04
333,3690.21,0.0
651,6535.339999999997,0.0
587,1442.4900000000002,0.0
494,5198.830000000001,631.9499999999999
670,1842.0800000000002,0.0
1181,1715.1999999999998,0.0
495,7988.38,3277.43
3595,139.94,4000.8500000000004
341,4796.129999999999,0.0
847,2619.7399999999975,0.0
433,1177.81,0.0
256,661.3899999999996,0.0
472,4275.73,0.0
677,12083.199999999999,0.0
683,8803.35,4919.09
357,14081.949999999997,0.0
476,7661.130000000001,1.0
2687,11425.86,0.0
949,351.71999999999997,0.0
3651,6678.44,0.0
3651,10690.849999999995,5734.2
1283,6553.139999999999,0.0
2372,4634.639999999999,2246.7400000000002
3238,2193.06,0.0
321,2244.5800000000013,0.0
727,19849.809999999998,6094.79
2844,2676.37,0.0
715,2386.390000000002,0.0
3444,2492.0499999999997,0.0
461,1815.0100000000004,160.05999999999997
282,5986.130000000002,1186.53
2454,3989.0200000000023,0.0
468,4359.19,3187.9700000000003
492,4815.669999999998,0.0
3134,5660.019999999998,0.0
846,3326.2200000000007,0.0
254,2221.8599999999997,0.0
3271,2230.49,0.0
2937,6787.199999999999,0.0
1348,5535.899999999999,0.0
773,6806.719999999997,38.76
548,27815.170000000006,0.0
2402,1071.2999999999997,0.0
522,3433.75,7345.0599999999995
1218,5487.939999999998,0.0
280,10321.0,3.15
1485,20725.52,12742.73
602,35609.06999999999,8.29
500,6132.6,0.0
526,1510.3800000000003,2722.05
1572,3844.8900000000003,0.0
348,15312.409999999996,0.0
366,485.06999999999994,104.47
2838,12889.599999999999,0.0
3471,13261.050000000003,1435.4800000000002
824,17733.550000000003,0.0
215,876.1700000000002,31096.319999999996
714,1796.7800000000002,3225.9700000000003
3486,3883.450000000002,0.0
2936,6592.099999999999,1174.5300000000002
3266,3175.0299999999984,0.0
702,2917.5400000000022,0.0
1747,2983.840000000001,0.0
1243,10459.949999999997,0.0
2639,2753.42,0.0
1220,9613.33,13.0
3232,8420.980000000001,1263.71
735,4597.220000000001,0.0
531,27460.859999999997,5.109999999999999
573,13660.069999999992,1.0
847,24020.45,1.0
2484,20712.67000000001,0.0
2314,2961.290000000002,0.0
865,1538.9,0.0
980,9200.91,0.0
559,6278.32,0.0
909,7513.570000000001,0.0
487,6199.250000000001,0.0
1102,13861.740000000003,207.73999999999998
1615,15493.80000000001,6261.63
214,193.94000000000003,2398.96
2690,18604.940000000002,0.0
2820,5663.200000000001,1662.69
1995,2002.6200000000006,0.0
329,2150.7200000000003,7698.400000000001
199,107.48999999999998,3531.71
1402,24336.38,23.009999999999998
644,3862.1000000000013,0.0
470,8973.90999999999,0.0
494,1969.0900000000001,1000.9
545,6699.339999999998,0.0
853,319.18000000000006,12925.470000000001
920,2176.5300000000007,368.90999999999997
2342,4927.47,0.0
454,2558.7799999999997,0.0
617,3723.61,0.0
274,7278.51,0.0
370,2953.77,0.0
621,1304.3400000000001,2392.27
2713,8918.709999999995,0.0
807,2752.33,0.0
516,1053.0000000000002,0.0
1637,5690.91,62.38
2471,8552.730000000003,101.25
687,7944.849999999999,0.0
199,5157.33,0.0
235,85525.38999999998,0.0
2491,2316.0499999999997,0.0
2372,2768.8700000000017,0.0
699,1496.29,0.0
2914,774.8799999999999,0.0
563,3994.8000000000006,0.0
679,9276.759999999997,0.0
465,0.0,0.0
2372,2212.6,0.0
1530,775.5,0.0
771,19279.159999999985,0.0
1481,2581.420000000001,0.0
2492,5203.369999999999,0.0
1906,6236.680000000003,0.0
524,6923.58,0.0
205,27233.34,0.0
502,10628.649999999996,0.0
466,22893.929999999997,0.0
2234,10805.119999999994,0.0
1299,1966.5500000000002,0.0
755,6606.049999999999,355.94
1110,1241.99,635.13
1280,8809.030000000002,0.0
724,4422.850000000001,885.89
1489,2235.8600000000006,4514.719999999999
189,517.17,984.1299999999999
1542,2084.05,1104.79
1400,3622.2899999999995,45.13
1750,1327.1699999999998,0.0
1444,1442.0300000000007,0.0
1997,4088.1200000000003,0.0
2210,10148.96,0.0
3108,3807.17,0.0
314,135.32999999999998,2509.5399999999995
2443,3123.47,0.0
229,6112.830000000001,0.0
194,249.93,2017.05
495,6980.190000000001,3569.4
342,1140.6100000000001,2877.5200000000004
1501,3319.7900000000004,0.0
486,5361.079999999999,0.0
852,2219.6199999999994,0.0
1344,5889.509999999998,0.0
3169,1588.3600000000006,1.05
304,2124.39,7769.15
363,6811.830000000001,4311.49
316,10051.660000000002,0.0
1635,786.73,0.0
1410,2398.6800000000007,0.0
548,686.5200000000001,198.03
500,5187.489999999999,0.0
2657,1339.0300000000004,0.0
240,26313.489999999998,286.86
217,6344.87,0.0
888,36353.87999999999,0.0
826,8539.699999999999,0.0
1226,5751.4000000000015,2315.62
399,5900.66,0.0
696,425.73,1810.83
409,2264.7200000000007,189.68
2407,5435.390000000001,0.0
240,4201.890000000002,3.09
501,1400.7299999999998,1.0
2372,2783.4200000000005,0.0
2256,8717.110000000002,2012.6200000000003
1941,7431.08,0.0
2238,2020.0300000000002,0.0
337,5293.849999999999,2380.9300000000003
354,2838.59,1535.3399999999997
423,5687.719999999999,3631.7499999999995
416,8879.44,2394.8
1274,4676.419999999999,0.0
1672,9481.479999999998,0.0
270,0.0,1024.5900000000001
480,213.36000000000004,1.0
315,4197.6,0.0
251,7427.219999999996,0.0
1708,6731.300000000001,6107.650000000001
508,822.4300000000002,820.1
2127,3109.4900000000002,1043.58
542,1640.7599999999998,0.0
902,3593.11,0.0
487,20413.539999999994,222.07
2599,2511.26,0.0
486,5234.999999999999,0.0
3454,3287.8999999999996,221.76
614,9413.5,205.59
2721,4399.829999999999,0.0
482,5939.26,0.0
1228,7799.979999999999,0.0
3019,6231.479999999999,4221.23
225,8032.84,0.0
2621,10508.660000000003,0.0
1293,6660.579999999999,0.0
346,18497.210000000014,1.0
380,8604.780000000002,0.0
191,9997.670000000004,8428.57
281,3055.930000000001,2896.73
1157,1778.5600000000002,0.0
446,0.0,2127.73
1288,49.760000000000005,4332.969999999999
678,5255.010000000001,0.0
228,7592.180000000001,126.3
2504,21757.08000000001,3.0
281,3118.1200000000003,0.0
306,18921.920000000002,1299.3300000000002
1150,3891.2899999999986,0.0
2316,5116.179999999999,0.0
256,5476.030000000002,2.0
558,3909.2100000000005,0.0
701,2564.7999999999997,259.89
319,1043.9299999999998,1378.94
898,26969.249999999993,3344.6499999999996
3322,2723.7200000000003,0.0
215,10055.94,0.0
655,3034.13,0.0
3101,3109.8400000000006,1055.78
1627,1633.8200000000002,144.94
1588,7762.02,2532.1600000000003
2020,515.5100000000001,901.7
293,4822.1900000000005,0.0
874,24962.969999999998,1.0
632,11008.330000000005,1.0
486,2638.9300000000017,0.0
312,28230.89,0.0
2428,3336.5099999999998,0.0
326,1397.8799999999997,0.0
672,1187.87,0.0
278,14040.929999999998,2.0
286,3110.580000000001,0.0
1979,10854.579999999998,4058.33
509,1961.3399999999995,0.0
647,2367.3500000000004,0.0
632,36415.149999999994,0.0
357,12108.1,0.0
844,5874.14,0.0
1606,3999.849999999999,0.0
277,1922.58,0.0
202,2865.1600000000008,3217.9
1836,3396.3400000000006,0.0
372,715.15,0.0
867,5207.809999999999,0.0
1287,9482.970000000001,4995.72
555,2246.9500000000007,2017.15
210,2020.620000000001,411.78000000000003
2145,22335.160000000003,5.0
2861,9520.299999999994,0.0
454,8433.959999999997,0.0
2832,4612.410000000001,0.0
3099,8654.249999999998,684.2
516,821.03,0.0
469,4146.41,0.0
211,1466.2800000000004,0.0
433,2756.270000000002,0.0
350,1078.77,0.0
823,3319.73,3251.92
2326,7462.1299999999965,0.0
1047,6392.37,324.39
283,8219.58,0.0
486,2.46,185.35
342,1609.1400000000003,0.0
1167,1862.0900000000004,0.0
1043,2563.01,0.0
451,16252.609999999997,0.0
1658,4805.540000000001,0.0
1369,10620.94,8.09
2450,7894.950000000002,0.0
586,3175.540000000001,1.0
2991,5600.710000000003,0.0
282,134.17,2612.3599999999997
3044,2011.2799999999995,0.0
2755,5237.57,0.0
528,4853.360000000001,0.0
297,2771.6200000000003,0.0
326,110.02,1792.21
650,6724.43,0.0
2372,1563.6600000000005,0.0
2838,2166.54,0.0
1028,291.98,3058.29
2360,16513.589999999997,1.0
3080,3967.6200000000003,0.0
1063,4727.749999999997,0.0
301,13212.3,1564.71
311,2352.15,0.0
537,15787.050000000001,1.0
2372,246.43000000000004,3868.9100000000003
2786,1990.9700000000003,7526.72
277,4191.38,1693.26
853,6248.519999999998,0.0
1614,7264.39,3112.1099999999997
2222,2135.9400000000005,0.0
477,139.73000000000002,322.15999999999997
486,15892.550000000001,0.0
756,1820.3999999999996,0.0
1297,2740.4699999999993,0.0
2407,20031.3,1075.67
665,2025.5199999999998,233.27
825,908.9399999999998,11351.9
1108,4804.85,0.0
346,780.0199999999998,0.0
936,13081.06,0.0
1335,6508.569999999999,0.0
2140,9966.4,0.0
1335,1158.6499999999999,1277.25
320,3050.520000000001,0.0
1253,6048.899999999999,633.51
678,20086.210000000006,1496.83
1525,2363.91,0.0
3245,8005.9699999999975,7693.610000000001
195,3292.010000000001,0.0
1666,3641.390000000001,0.0
752,15067.5,0.0
410,8192.810000000001,6625.210000000001
685,11024.720000000001,8.0
1900,2031.74,1074.0700000000002
439,2118.1899999999996,873.04
2284,1066.7999999999997,960.5999999999999
829,2528.4099999999994,803.55
188,2130.04,1567.4
273,3843.1400000000003,5495.22
1204,711.0899999999999,0.0
3427,29987.57999999999,0.0
529,3159.8500000000013,2.0
962,6783.929999999998,0.0
202,11944.779999999999,4.0
1858,9358.559999999998,0.0
556,17193.78,1276.7600000000002
1479,665.79,0.0
838,10218.55,3.0
1204,3038.4899999999993,0.0
3355,10753.680000000002,0.0
193,1066.98,0.0
1828,4718.0199999999995,325.09
464,8911.919999999998,0.0
249,24221.23,4512.86
233,2655.43,0.0
471,15689.149999999998,7.0
271,5432.68,0.0
675,19184.859999999997,316.84999999999997
662,6795.63,0.0
385,3564.4300000000003,28.29
1058,908.52,0.0
865,3540.5800000000004,251.07
341,1422.6499999999994,0.0
1515,2387.7400000000002,0.0
3651,3669.2100000000005,0.0
389,12336.600000000006,0.0
2690,2618.940000000001,0.0
1652,3805.0000000000014,23.36
2609,5607.600000000001,0.0
384,1935.9599999999998,0.0
621,2177.22,0.0
279,7635.580000000002,4629.879999999999
1229,12278.24,0.0
186,1399.1600000000003,1.0
362,3003.0499999999993,41.66
781,70851.47999999998,3.0300000000000002
3197,6103.309999999999,659.8100000000001
933,7517.509999999999,2497.12
712,952.0100000000001,1143.42
3043,1604.2500000000002,2558.82
1292,7617.22,1.0
3121,8867.310000000003,0.0
373,1456.77,0.0
1358,6786.829999999998,299.2
842,4218.94,0.0
2761,5482.459999999997,0.0
2929,4444.79,560.34
327,9766.229999999994,358.08000000000004
2992,13386.55,0.0
2465,3165.8699999999994,2511.57
1569,1486.0000000000007,692.57
2591,9891.090000000004,0.0
928,7875.420000000003,2.0
539,6216.999999999999,0.0
464,16949.14,0.0
625,740.9000000000002,0.0
876,4596.2300000000005,4.9399999999999995
431,5385.639999999999,2255.8900000000003
346,21576.550000000003,0.0
228,54756.56,4808.15
1109,15532.459999999997,8.0
1988,21096.779999999995,14022.76
204,242.7,1967.0700000000002
938,3074.6100000000015,0.0
2580,8871.87,0.0
338,1957.16,0.0
489,10593.11,0.0
253,17373.62,1420.2200000000003
700,0.0,0.0
897,5239.420000000001,281.88
478,2942.58,4657.18
2714,11710.079999999996,0.0
1066,13887.259999999998,12.0
1022,2442.0600000000004,5946.51
657,20375.869999999995,4.0
3044,8789.919999999996,0.0
3651,8737.699999999999,0.0
1065,3147.900000000001,704.72
668,97.27000000000002,1980.33
2317,4527.210000000002,1.0
813,8559.450000000003,6018.94
566,1211.5100000000002,251.23
2371,6641.4800000000005,3818.3199999999997
180,1530.9699999999998,2839.05
484,3768.55,0.0
2716,2150.7000000000003,0.0
363,11068.530000000004,0.0
1546,9517.759999999997,514.99
954,1840.8700000000006,233.27
541,5458.129999999998,3.0
747,3205.19,0.0
2342,7935.4,2488.9300000000003
1270,10720.009999999998,2717.61
454,2368.5800000000013,1.84
3078,2138.010000000001,0.0
713,2704.3300000000004,0.0
387,10064.889999999998,2358.89
431,1751.6299999999997,0.0
1597,14246.58,1593.63
2676,9359.269999999999,53.22
889,10858.720000000003,1480.59
2712,6422.24,0.0
3092,1609.56,0.0
785,7093.699999999998,1086.48
560,2373.0600000000004,0.0
477,338.5999999999999,0.0
2791,1890.38,0.0
1840,1154.51,0.0
2302,18684.739999999994,0.0
646,8403.35,0.0
1500,7527.3600000000015,0.0
967,8513.269999999999,0.0
522,1841.73,0.0
860,1271.0,9634.89
492,4767.57,0.0
3461,4223.65,1104.26
297,848.3899999999996,750.73
658,4991.68,1.0
766,709.4300000000003,0.0
688,9965.040000000003,40.59
443,625.1,2472.2599999999998
1012,17304.560000000012,0.0
1449,857.7499999999999,0.0
577,2952.9999999999995,3118.02
235,11265.119999999999,412.43
490,1337.89,2313.93
2332,3287.24,0.0
482,13762.869999999999,330.06
671,13193.639999999992,7.0
1041,1721.6599999999999,0.0
2267,8778.299999999996,1.0
569,6641.780000000002,141.2
1161,8320.189999999995,0.0
489,13660.639999999998,0.0
2541,3169.5600000000004,0.0
870,29303.239999999998,183.96
265,3340.3700000000003,0.0
956,2697.0400000000004,0.0
806,6470.32,0.0
3049,5020.589999999998,0.0
414,6231.5,0.0
2824,22582.78,3628.5
278,4249.8099999999995,6820.07
559,2334.330000000001,0.0
224,14892.129999999996,0.0
744,9501.520000000004,0.0
243,5608.749999999999,841.6
497,8993.369999999997,0.0
452,15807.92,1583.6599999999999
360,5922.499999999998,0.0
581,11967.799999999997,0.0
603,6181.47,2.0
494,8428.359999999999,0.0
280,3506.79,2.08
2088,3391.200000000001,0.0
2769,4240.529999999999,0.0
637,20280.98,3438.13
494,13744.510000000006,0.0
1056,9098.649999999996,0.0
339,6944.300000000001,0.0
1547,3437.7499999999995,121.81
812,4922.46,0.0
803,2268.0099999999993,2.49
